formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B
33,58,75.8478646831,13.5678744093,39.0983,101.07,1032.0,4423.0,3.1,220.0,1.0,8.0,203.0,146.0,856.0,12370.0,0.65,1.83,0.82,2.2,4.3406633,7.3605,0.0,0.0,-1.09753971333,-9.19463357,5.268200874,3.000740558,6.637517176,3.780696194,0.0,0.0,73.1066666667,13.51,1700.0,3200.0,7200.0,8000.0,0.757,0.238,29.6,24.06,2.335,38.59,75.63,14.03,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,336.53,2607.0,3.0,56.0,230.0,134.0,1.0,4.0,1.0,8.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.0,44.0,43.23,9.6,4.0,5.0,1.3,173.0,229.0,194.0,8.0,12.0,4.57083,2.66567
29,48,31.1403799108,28.2141218166,164.93032,30.973762,2973.0,553.5,40.0,11.0,3.0,15.0,192.0,107.0,8795.0,1823.0,1.22,1.65,1.23,2.19,6.0215,10.48669,0.0,1.625,-4.57741687667,-5.4005090425,3.946510119,3.560590636,4.972291172,4.486063093,0.0,0.0,30.7333333333,22.5702380952,9500.0,2000.0,3100.0,5100.0,0.165,0.769,27.15,23.824,11.76,18.54,31.11,18.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1747.0,317.3,33.0,83.0,177.0,102.0,3.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,67.0,15.0,23.6,3.63,6.0,3.0,26.0,0.0,194.0,2.0,12.0,3.0,3.48112,2.21377
66,25,55.3231307765,33.0497243138,87.62,157.25,1655.0,3523.0,0.0,38.0,2.0,3.0,195.0,196.0,2630.0,7901.0,0.84,1.21,0.95,1.2,5.69485,6.1498,0.0,0.0,-1.6828136,-4.65442131,4.768954732,4.002082249,6.008506453,5.042307669,0.0,0.0,54.23,32.05,4200.0,9500.0,3000.0,3100.0,0.306,0.235,26.79,37.03,7.43,9.67,56.08,32.98,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1050.0,1586.0,8.0,27.0,212.0,176.0,0.0,16.0,2.0,10.0,0.0,9.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,38.0,64.0,25.55,23.5,5.0,6.0,6.1,22.0,225.0,194.0,12.0,12.0,4.26546,3.58601
30,42,42.6588574686,18.0021329803,126.90447,92.90638,457.3,5017.0,7.7,170.0,17.0,5.0,139.0,164.0,4940.0,8570.0,0.0,1.64,2.66,1.6,10.45126,6.75885,1.062,0.0,-1.5054024175,-10.09332153,4.414518159,3.312897187,5.561944354,4.173988903,0.0,0.0,43.015,18.18,4900.0,8500.0,4800.0,8800.0,0.214,0.265,54.43,24.6,7.76,30.0,42.51,18.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,386.85,2750.0,96.0,47.0,0.0,143.0,1.0,7.0,17.0,5.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,53.0,41.0,5.025,15.7,5.0,5.0,0.0,38.0,64.0,229.0,1.0,8.0,2.81108,2.87565
7,17,7.29776726528,12.0929374739,10.811,51.9961,4273.0,2944.0,320.0,160.0,13.0,6.0,84.0,139.0,2460.0,7140.0,1.75,1.73,2.04,1.66,8.29802,6.76651,1.524,0.0,-6.67769815417,-9.50571654,2.429779429,2.818080279,3.061330249,3.550558664,0.0,0.0,7.1725,11.19,2900.0,3100.0,2000.0,4100.0,1.026,0.449,11.087,23.35,50.2,21.0,7.75,12.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2348.0,2180.0,72.0,49.0,88.0,130.0,5.0,6.0,3.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,24.0,3.03,11.6,2.0,4.0,0.0,115.0,166.0,229.0,5.5,8.0,1.72536,2.46785
67,45,18.0467295592,10.9412844417,180.94788,58.6934,5731.0,3186.0,200.0,180.0,5.0,10.0,170.0,124.0,16650.0,8908.0,1.63,1.75,1.5,1.91,7.54957,7.6398,0.0,0.0,-11.85139954,-5.54632457,3.309248619,2.74306794,4.169391995,3.456049039,0.0,0.5953947,18.12,10.32,2300.0,1000.0,4800.0,1500.0,0.14,0.444,25.36,26.07,36.57,17.48,17.65,10.86,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3290.0,1728.0,48.0,61.0,145.0,126.0,7.0,2.0,19.0,10.0,7.0,2.0,3.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,73.0,28.0,13.1,6.8,6.0,4.0,69.0,76.0,229.0,225.0,8.0,12.0,2.8727,2.48056
55,16,92.640951845,10.9958606831,85.4678,58.933195,961.0,3200.0,2.5,180.0,1.0,9.0,220.0,126.0,1532.0,8900.0,0.6,1.75,0.82,1.88,4.177128,7.88101,0.0,0.0,-0.963335025,-7.080389145,5.661284779,2.736406748,7.132771862,3.447656463,0.0,1.5484712,90.7225,10.245,6000.0,3100.0,6000.0,2700.0,0.363,0.421,31.06,24.81,2.19,16.2,93.09,11.12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,312.46,1768.0,4.0,58.0,244.0,125.0,1.0,3.0,1.0,9.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,37.0,27.0,47.27,7.5,5.0,4.0,0.0,75.0,229.0,194.0,8.0,12.0,4.89764,2.48024
48,41,28.2141218166,39.4383288823,30.973762,22.98976928,553.5,1156.0,11.0,6.3,15.0,1.0,107.0,166.0,1823.0,968.0,1.65,0.82,2.19,0.93,10.48669,5.139076,1.625,0.0,-5.4005090425,-1.26024138333,3.560590636,3.88167309,4.486063093,4.890601634,0.0,0.0,22.5702380952,29.2433333333,2000.0,1100.0,5100.0,500.0,0.769,1.228,23.824,28.23,18.54,2.6,18.99,39.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,317.3,370.87,83.0,2.0,102.0,180.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,15.0,11.0,3.63,24.11,3.0,3.0,0.0,3.3,2.0,229.0,3.0,12.0,2.21377,3.72922
22,64,48.1212923577,33.956819013,151.964,150.36,1800.0,2076.0,8.3,38.0,3.0,3.0,198.0,198.0,5244.0,7353.0,0.88,1.21,1.185,1.17,5.67038,5.6437,0.0,0.0,-1.82958684,-4.713379635,4.177811939,4.050607032,5.263713205,5.103445064,0.0,0.0,36.46,33.23,9500.0,9500.0,3100.0,3100.0,0.182,0.196,27.66,29.54,9.21,8.62,48.53,33.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1095.0,1345.0,25.0,23.0,196.0,185.0,7.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,63.0,62.0,27.7,28.8,6.0,6.0,7.9,20.0,229.0,166.0,12.0,12.0,4.00957,3.61456
43,25,34.1690548825,33.0497243138,144.242,157.25,3373.0,3523.0,32.0,38.0,3.0,3.0,201.0,196.0,7010.0,7901.0,1.2,1.21,1.14,1.2,5.525,6.1498,0.0,0.0,-4.76235134,-4.65442131,4.1138142,4.002082249,5.183081107,5.042307669,0.0,0.0,34.81,32.05,9500.0,9500.0,3100.0,3100.0,0.19,0.235,27.45,37.03,7.14,9.67,34.2,32.98,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1294.0,1586.0,19.0,27.0,182.0,176.0,10.0,16.0,6.0,10.0,0.0,9.0,0.0,1.0,10.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,60.0,64.0,31.4,23.5,6.0,6.0,16.0,22.0,194.0,194.0,12.0,12.0,3.6671,3.58601
22,35,48.1212923577,37.5306461188,151.964,138.90547,1800.0,3737.0,8.3,28.0,3.0,3.0,198.0,207.0,5244.0,6146.0,0.88,1.18,1.185,1.1,5.67038,5.5769,0.0,0.0,-1.82958684,-4.927546185,4.177811939,4.194456026,5.263713205,5.28468344,0.0,0.0,36.46,36.8975,9500.0,9500.0,3100.0,3100.0,0.182,0.195,27.66,27.11,9.21,6.2,48.53,37.42,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1095.0,1193.0,25.0,13.0,196.0,187.0,7.0,9.0,9.0,3.0,0.0,9.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,63.0,57.0,27.7,31.1,6.0,6.0,7.9,14.0,229.0,194.0,12.0,12.0,4.00957,3.71998
29,70,31.1403799108,33.9566887225,164.93032,127.6,2973.0,1261.0,40.0,65.0,3.0,16.0,192.0,138.0,8795.0,6240.0,1.22,0.0,1.23,2.1,6.0215,9.0096,0.0,0.464,-4.57741687667,-3.14130250667,3.946510119,4.111975037,4.972291172,5.180763906,0.0,0.0,30.7333333333,34.7633333333,9500.0,2900.0,3100.0,4900.0,0.165,0.202,27.15,25.73,11.76,17.38,31.11,33.94,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1747.0,722.66,33.0,90.0,177.0,140.0,3.0,2.0,13.0,16.0,0.0,0.0,0.0,10.0,3.0,0.0,11.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,67.0,52.0,23.6,5.5,6.0,5.0,26.0,16.0,194.0,152.0,12.0,2.0,3.48112,2.89227
34,25,37107.4947415,33.0497243138,83.798,157.25,119.78,3523.0,0.0,38.0,18.0,3.0,116.0,196.0,3.75,7901.0,0.0,1.21,3.0,1.2,13.99961,6.1498,7.535,0.0,0.08753524,-4.65442131,4.162477568,4.002082249,5.244393107,5.042307669,0.0,0.0,36.06,32.05,0.0,9500.0,0.0,3100.0,0.248,0.235,20.786,37.03,1.164,9.67,44.81,32.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,115.79,1586.0,101.0,27.0,0.0,176.0,0.0,16.0,18.0,10.0,0.0,9.0,10.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,36.0,64.0,2.4844,23.5,4.0,6.0,0.0,22.0,225.0,194.0,12.0,12.0,4.59369,3.58601
13,23,42.9371873025,11.7773649695,40.078,55.845,1757.0,3134.0,17.0,170.0,2.0,8.0,176.0,132.0,1550.0,7874.0,0.91,1.77,1.0,1.83,6.11316,7.9024,0.0,0.0,-1.948329565,-8.28548436,4.227260324,2.778923379,5.326014266,3.501224062,0.0,2.1106628,37.77,10.73,3900.0,2400.0,1500.0,1400.0,0.647,0.449,25.929,25.1,8.54,13.81,44.19,11.78,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1115.0,1811.0,7.0,55.0,201.0,125.0,0.0,4.0,2.0,8.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,26.0,25.7333333333,8.4,4.0,4.0,7.4,82.0,225.0,229.0,12.0,8.0,3.89661,2.46654
9,80,8.09817645545,43.7396719386,9.012182,173.054,2743.0,1469.0,130.0,31.0,2.0,3.0,96.0,187.0,1848.0,6570.0,1.67,0.92,1.57,1.26,9.3227,6.25416,0.0,0.0,-3.755038695,-1.47410408,2.508239481,4.086451411,3.160183721,5.148606152,0.0,0.0,7.89,34.12,8000.0,9500.0,4000.0,3100.0,1.825,0.155,16.443,26.74,7.895,7.66,8.11,41.17,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1560.0,1092.0,67.0,39.0,112.0,190.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,70.0,5.6,20.9,2.0,6.0,132.0,9.9,194.0,225.0,12.0,12.0,2.20087,3.8532
24,23,19.6105134831,11.7773649695,69.723,55.845,2477.0,3134.0,0.0,170.0,13.0,8.0,122.0,132.0,5904.0,7874.0,1.31,1.77,1.81,1.83,5.999301,7.9024,0.0,0.0,-3.0122553025,-8.28548436,3.353549368,2.778923379,4.225207441,3.501224062,0.0,2.1106628,18.8575,10.73,5500.0,2400.0,1900.0,1400.0,0.373,0.449,26.03,25.1,5.585,13.81,19.6,11.78,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,302.91,1811.0,74.0,55.0,134.0,125.0,5.0,4.0,13.0,8.0,0.0,4.0,10.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,31.0,26.0,8.12,8.4,4.0,4.0,0.0,82.0,64.0,229.0,5.0,8.0,2.53355,2.46654
21,10,30.636068367,35.4834590822,167.259,208.9804,3141.0,1837.0,44.0,31.0,3.0,15.0,189.0,148.0,9066.0,9780.0,1.23,1.16,1.24,2.02,6.1077,7.2855,0.0,0.0,-4.563633745,-3.9736944,3.940150647,4.039197959,4.964278739,5.089070533,0.0,0.0,30.585,32.95,9500.0,5300.0,3100.0,6000.0,0.168,0.122,28.12,25.52,19.9,11.106,30.67,35.38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1770.0,544.4,35.0,86.0,175.0,162.0,2.0,3.0,14.0,29.0,0.0,0.0,0.0,10.0,2.0,0.0,12.0,14.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,68.0,83.0,22.7,0.4,6.0,6.0,28.0,12.0,194.0,12.0,12.0,3.0,3.46096,3.11221
10,73,35.4834590822,28.6408765609,208.9804,204.3833,1837.0,1746.0,31.0,43.0,15.0,13.0,148.0,145.0,9780.0,11850.0,1.16,1.12,2.02,1.62,7.2855,6.108194,0.0,0.0,-3.9736944,-2.27267753,4.039197959,3.775558738,5.089070533,4.756905929,0.0,0.0,32.95,26.91,5300.0,6500.0,6000.0,6500.0,0.122,0.129,25.52,26.32,11.106,4.142,35.38,28.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,544.4,577.0,86.0,76.0,162.0,172.0,3.0,5.0,29.0,27.0,0.0,0.0,10.0,10.0,0.0,0.0,14.0,14.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,83.0,81.0,0.4,7.55,6.0,6.0,12.0,2.8,12.0,194.0,3.0,8.0,3.11221,3.43253
56,45,14.7103342296,10.9412844417,186.207,58.6934,5869.0,3186.0,370.0,180.0,7.0,10.0,151.0,124.0,21020.0,8908.0,1.85,1.75,1.9,1.91,7.83352,7.6398,0.0,0.0,-12.417027765,-5.54632457,3.083225384,2.74306794,3.884620563,3.456049039,0.0,0.5953947,14.655,10.32,3300.0,1000.0,3300.0,1500.0,0.137,0.444,25.48,26.07,34.08,17.48,14.71,10.86,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3459.0,1728.0,54.0,61.0,137.0,126.0,5.0,2.0,21.0,10.0,5.0,2.0,5.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,75.0,28.0,9.7,6.8,6.0,4.0,178.0,76.0,194.0,225.0,12.0,12.0,2.76299,2.48056
77,9,15.858734424,8.09817645545,183.84,9.012182,5828.0,2743.0,310.0,130.0,6.0,2.0,162.0,96.0,19250.0,1848.0,1.81,1.67,2.36,1.57,7.86403,9.3227,0.0,0.0,-12.95880062,-3.755038695,3.178105751,2.508239481,4.004162334,3.160183721,0.0,0.0,16.05,7.89,7000.0,8000.0,4300.0,4000.0,0.132,1.825,24.27,16.443,52.31,7.895,15.85,8.11,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3695.0,1560.0,51.0,67.0,135.0,112.0,6.0,0.0,20.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,74.0,4.0,11.1,5.6,6.0,2.0,161.0,132.0,229.0,194.0,8.0,12.0,2.76038,2.20087
78,70,36952.9240243,33.9566887225,131.293,127.6,165.0,1261.0,0.0,65.0,18.0,16.0,140.0,138.0,5.9,6240.0,0.0,0.0,2.6,2.1,12.12984,9.0096,6.456,0.464,0.04873128,-3.14130250667,4.751892136,4.111975037,5.987008929,5.180763906,0.0,0.0,53.65,34.7633333333,0.0,2900.0,0.0,4900.0,0.158,0.202,20.786,25.73,2.27,17.38,57.83,33.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,161.3,722.66,102.0,90.0,0.0,140.0,0.0,2.0,18.0,16.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,2.0,2.0,54.0,52.0,4.044,5.5,5.0,5.0,0.0,16.0,225.0,152.0,12.0,2.0,4.85032,2.89227
44,16,37232.1856895,10.9958606831,20.1791,58.933195,26.92,3200.0,0.0,180.0,18.0,9.0,58.0,126.0,0.9,8900.0,0.0,1.75,0.0,1.88,21.56454,7.88101,13.088,0.0,0.09403567,-7.080389145,2.934893568,2.736406748,3.697734186,3.447656463,0.0,1.5484712,12.64,10.245,0.0,3100.0,0.0,2700.0,1.03,0.421,20.786,24.81,0.164,16.2,23.09,11.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.56,1768.0,99.0,58.0,0.0,125.0,0.0,3.0,8.0,9.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,10.0,27.0,0.39432,7.5,2.0,4.0,0.0,75.0,225.0,194.0,12.0,12.0,3.04326,2.48024
8,81,64.9692816747,15.2056837348,137.327,65.38,2143.0,1180.0,9.6,70.0,2.0,12.0,215.0,122.0,3510.0,7140.0,0.81,1.32,0.89,1.65,5.211664,9.394199,0.0,0.0,-1.92352226,-1.239999915,5.028899311,3.033694224,6.3360161,3.822215211,0.0,0.0,63.59,13.96,3000.0,1600.0,2300.0,1900.0,0.204,0.388,28.07,25.39,7.12,7.068,62.88,15.19,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0,692.68,9.0,69.0,223.0,140.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,56.0,30.0,39.7,-5.8166666667,6.0,4.0,4.9,43.0,229.0,194.0,8.0,6.0,4.35637,2.62673
32,3,14.1485504686,16.5944245175,192.217,26.9815386,4701.0,2792.0,320.0,76.0,9.0,13.0,141.0,121.0,22560.0,2700.0,1.83,1.39,2.2,1.61,8.96702,5.985768,0.0,0.0,-8.84851145,-3.74542312,3.051696628,3.206237833,3.84489682,4.039606536,0.0,0.0,14.21,16.48,5500.0,1600.0,9100.0,1000.0,0.131,0.897,25.1,24.2,41.12,10.71,13.88,16.61,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2739.0,933.47,60.0,73.0,136.0,141.0,3.0,5.0,23.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,77.0,13.0,7.6,6.8,6.0,3.0,210.0,26.0,225.0,225.0,12.0,12.0,2.74055,2.85595
7,65,7.29776726528,26.9667852621,10.811,118.71,4273.0,2875.0,320.0,58.0,13.0,14.0,84.0,139.0,2460.0,7310.0,1.75,1.24,2.04,1.96,8.29802,7.34392,1.524,0.0,-6.67769815417,-3.96104709,2.429779429,4.052840562,3.061330249,5.106259136,0.0,0.0,7.1725,33.285,2900.0,2600.0,2000.0,1600.0,1.026,0.227,11.087,26.99,50.2,7.15,7.75,27.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2348.0,505.08,72.0,80.0,88.0,155.0,5.0,4.0,3.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,5.0,50.0,3.03,7.06,2.0,5.0,0.0,18.0,166.0,141.0,5.5,4.0,1.72536,2.87792
6,62,16.9470636165,27.2088046258,196.966569,78.96,3129.0,958.0,220.0,8.3,11.0,16.0,136.0,120.0,19300.0,4819.0,1.57,0.0,2.54,2.55,9.22553,9.75239,0.0,0.799,-3.20969261,-3.47079191,3.220442052,3.728679007,4.057502731,4.697841169,0.0,0.0,16.7,25.92,1100.0,2200.0,1000.0,6000.0,0.129,0.321,25.418,25.363,12.55,6.69,16.96,29.81,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1337.33,494.0,66.0,89.0,143.0,118.0,1.0,2.0,25.0,16.0,0.0,0.0,10.0,10.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,79.0,34.0,5.8,3.77,6.0,4.0,27.0,3.7,225.0,14.0,12.0,2.0,2.94955,2.364
33,75,75.8478646831,20.748847402,39.0983,238.02891,1032.0,4200.0,3.1,100.0,1.0,3.0,203.0,196.0,856.0,19050.0,0.65,1.51,0.82,1.38,4.3406633,6.1941,0.0,0.0,-1.09753971333,-11.292339955,5.268200874,3.42137628,6.637517176,4.310663995,0.0,0.0,73.1066666667,20.025,1700.0,0.0,7200.0,0.0,0.757,0.116,29.6,27.665,2.335,9.14,75.63,21.18,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,336.53,1408.0,3.0,20.0,230.0,158.0,1.0,20.0,1.0,6.0,0.0,9.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,19.0,92.0,43.23,24.9,4.0,7.0,1.3,111.0,229.0,63.0,8.0,4.0,4.57083,2.70235
14,71,21.5800254558,32.8656832148,112.411,232.03806,1040.0,5093.0,42.0,54.0,12.0,3.0,144.0,206.0,8650.0,11724.0,1.24,1.28,1.69,1.3,8.99382,6.3067,0.0,0.0,-0.812174225,-7.41254306,3.390921571,4.015357627,4.272293466,5.059033597,0.0,0.0,19.495,32.37,1700.0,0.0,1300.0,0.0,0.231,0.118,26.02,27.32,6.21,13.81,21.59,32.86,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,594.22,2023.0,70.0,16.0,157.0,178.0,0.0,8.0,12.0,4.0,0.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,90.0,7.32,32.1,5.0,7.0,19.0,31.0,194.0,225.0,6.0,12.0,3.00785,3.56059
3,13,16.5944245175,42.9371873025,26.9815386,40.078,2792.0,1757.0,76.0,17.0,13.0,2.0,121.0,176.0,2700.0,1550.0,1.39,0.91,1.61,1.0,5.985768,6.11316,0.0,0.0,-3.74542312,-1.948329565,3.206237833,4.227260324,4.039606536,5.326014266,0.0,0.0,16.48,37.77,1600.0,3900.0,1000.0,1500.0,0.897,0.647,24.2,25.929,10.71,8.54,16.61,44.19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,933.47,1115.0,73.0,7.0,141.0,201.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,13.0,20.0,6.8,25.7333333333,3.0,4.0,26.0,7.4,225.0,225.0,12.0,12.0,2.85595,3.89661
